school_name,standard_name,province,city,is_985,is_211,is_double_first_class,school_type,ownership,education_level,source
淮阴工学院江淮学院,淮阴工学院江淮学院,江苏,淮安,0,0,0,综合,民办,本科,manual_seed
安徽三联学院,安徽三联学院,安徽,合肥市,0,0,0,理工,民办,本科,manual_seed
南京信息工程大学滨江学院,南京信息工程大学滨江学院,江苏,无锡,0,0,0,理工,民办,本科,manual_seed
无锡学院,无锡学院,江苏,无锡,0,0,0,理工,公办,本科,manual_seed
上海财经大学浙江学院,上海财经大学浙江学院,浙江,金华市,0,0,0,财经,民办,本科,manual_seed
大连东软信息学院,大连东软信息学院,辽宁,大连市,0,0,0,理工,民办,本科,manual_seed
武汉工程大学邮电与信息工程学院,武汉工程大学邮电与信息工程学院,湖北,武汉市,0,0,0,理工,民办,本科,manual_seed
武昌理工学院,武昌理工学院,湖北,武汉市,0,0,0,理工,民办,本科,manual_seed
江苏师范大学科文学院,江苏师范大学科文学院,江苏,徐州,0,0,0,综合 师范,民办,本科,manual_seed
哈尔滨广厦学院,哈尔滨广厦学院,黑龙江,哈尔滨市,0,0,0,综合,民办,本科,manual_seed
哈尔滨石油学院,哈尔滨石油学院,黑龙江,哈尔滨市,0,0,0,理工,民办,本科,manual_seed
武昌工学院,武昌工学院,湖北,武汉市,0,0,0,理工,民办,本科,manual_seed
广西中医药大学赛恩斯新医药学院,广西中医药大学赛恩斯新医药学院,广西,南宁市,0,0,0,医药,民办,本科,manual_seed
湖北文理学院理工学院,湖北文理学院理工学院,湖北,襄阳市,0,0,0,理工,民办,本科,manual_seed
湖北工业大学工程技术学院,湖北工业大学工程技术学院,湖北,武汉市,0,0,0,理工,民办,本科,manual_seed
贵州财经大学商务学院,贵州财经大学商务学院,贵州,贵阳市,0,0,0,财经,民办,本科,manual_seed
贵州黔南经济学院,贵州黔南经济学院,贵州,贵阳市,0,0,0,财经,民办,本科,manual_seed
哈尔滨华德学院,哈尔滨华德学院,黑龙江,哈尔滨市,0,0,0,理工,民办,本科,manual_seed
三亚学院,三亚学院,海南,三亚市,0,0,0,综合,民办,本科,manual_seed
闽南理工学院,闽南理工学院,福建,泉州市,0,0,0,理工,民办,本科,manual_seed
三江学院,三江学院,江苏,南京,0,0,0,综合,民办,本科,manual_seed
桂林理工大学博文管理学院,桂林理工大学博文管理学院,广西,桂林市,0,0,0,理工,民办,本科,manual_seed
桂林理工大学荫文管理学院,桂林理工大学荫文管理学院,广西,桂林市,0,0,0,理工,民办,本科,manual_seed
南宁理工学院,南宁理工学院,广西,桂林市,0,0,0,理工,民办,本科,manual_seed
南通理工学院,南通理工学院,江苏,南通,0,0,0,理工,民办,本科,manual_seed
安徽建筑大学城市建设学院,安徽建筑大学城市建设学院,安徽,合肥市,0,0,0,理工,民办,本科,manual_seed
合肥城市学院,合肥城市学院,安徽,合肥市,0,0,0,理工,民办,本科,manual_seed
四川电影电视学院,四川电影电视学院,四川,成都市,0,0,0,艺术,民办,本科,manual_seed
山西应用科技学院,山西应用科技学院,山西,太原市,0,0,0,综合,民办,本科,manual_seed
河北农业大学现代科技学院,河北农业大学现代科技学院,河北,保定市,0,0,0,农林,民办,本科,manual_seed
长安大学兴华学院,长安大学兴华学院,陕西,西安市,0,0,0,理工,民办,本科,manual_seed
商丘学院应用科技学院,商丘学院应用科技学院,河南,开封市,0,0,0,综合,民办,本科,manual_seed
黑龙江大学软件学院,黑龙江大学软件学院,黑龙江,哈尔滨市,0,0,0,综合,公办,本科,manual_seed
哈尔滨理工大学软件学院,哈尔滨理工大学软件学院,黑龙江,哈尔滨市,0,0,0,理工,公办,本科,manual_seed
山西财经大学中德学院,山西财经大学中德学院,山西,太原市,0,0,0,财经,公办,本科,manual_seed
内蒙古大学鄂尔多斯学院,内蒙古大学鄂尔多斯学院,内蒙古,鄂尔多斯市,0,0,0,综合,公办,本科,manual_seed
海南大学应用科技学院,海南大学应用科技学院,海南,儋州市,0,0,0,其他,公办,本科,manual_seed
厦门理工学院软件工程学院,厦门理工学院软件工程学院,福建,厦门市,0,0,0,理工,公办,本科,manual_seed
四川音乐学院成都美术学院,四川音乐学院成都美术学院,四川,成都市,0,0,0,艺术,公办,本科,manual_seed
河北科技师范学院欧美学院,河北科技师范学院欧美学院,河北,秦皇岛,0,0,0,综合,公办,本科,manual_seed
重庆城市科技学院,重庆城市科技学院,重庆,永川区,0,0,0,综合,民办,本科,manual_seed
重庆大学城市科技学院,重庆大学城市科技学院,重庆,永川区,0,0,0,综合,民办,本科,manual_seed
重庆大学艺术学院,重庆大学艺术学院,重庆,沙坪坝区,0,0,0,艺术,公办,本科,manual_seed
北京工业大学实验学院,北京工业大学实验学院,北京,通州区,0,0,0,其他,公办,本科,manual_seed
河南大学迈阿密学院,河南大学迈阿密学院,河南,开封市,0,0,0,综合,公办,本科,manual_seed
北京民族大学,北京民族大学,北京,房山区,0,0,0,综合,民办,本科,manual_seed
长江艺术工程职业学院,长江艺术工程职业学院,湖北,荆州市,0,0,0,综合,民办,专科,manual_seed
吉林水利电力职业学院,吉林水利电力职业学院,吉林,长春市,0,0,0,综合,公办,专科,manual_seed
海南体育职业技术学院,海南体育职业技术学院,海南,海口市,0,0,0,体育,公办,专科,manual_seed
长春健康职业学院,长春健康职业学院,吉林,长春市,0,0,0,综合,民办,专科,manual_seed
三亚中瑞酒店管理职业学院,三亚中瑞酒店管理职业学院,海南,三亚市,0,0,0,其他,民办,专科,manual_seed
江苏旅游职业学院,江苏旅游职业学院,江苏,扬州,0,0,0,其他,公办,专科,manual_seed
天津滨海汽车工程职业学院,天津滨海汽车工程职业学院,天津,津南区,0,0,0,理工,民办,专科,manual_seed
贵州健康职业学院,贵州健康职业学院,贵州,铜仁市,0,0,0,医药,公办,专科,manual_seed
贵州经贸职业技术学院,贵州经贸职业技术学院,贵州,黔南布依族苗族自治州,0,0,0,财经,公办,专科,manual_seed
贵州食品工程职业学院,贵州食品工程职业学院,贵州,贵阳市,0,0,0,综合,公办,专科,manual_seed
贵州装备制造职业学院,贵州装备制造职业学院,贵州,贵阳市,0,0,0,理工,公办,专科,manual_seed
西宁城市职业技术学院,西宁城市职业技术学院,青海,西宁市,0,0,0,综合,公办,专科,manual_seed
贵州护理职业技术学院,贵州护理职业技术学院,贵州,黔南布依族苗族自治州,0,0,0,医药,公办,专科,manual_seed
福州墨尔本理工职业学院,福州墨尔本理工职业学院,福建,福州市,0,0,0,理工,中外合作,专科,manual_seed
湘中幼儿师范高等专科学校,湘中幼儿师范高等专科学校,湖南,邵阳市,0,0,0,师范,公办,专科,manual_seed
惠州工程职业学院,惠州工程职业学院,广东,惠州市,0,0,0,理工,公办,专科,manual_seed
广东江门中医药职业学院,广东江门中医药职业学院,广东,江门市,0,0,0,医药,公办,专科,manual_seed
广西安全工程职业技术学院,广西安全工程职业技术学院,广西,南宁市,0,0,0,其他,公办,专科,manual_seed
濮阳医学高等专科学校,濮阳医学高等专科学校,河南,濮阳市,0,0,0,医药,公办,专科,manual_seed
河南测绘职业学院,河南测绘职业学院,河南,郑州市,0,0,0,理工,公办,专科,manual_seed
三门峡社会管理职业学院,三门峡社会管理职业学院,河南,三门峡市,0,0,0,综合,公办,专科,manual_seed
曹妃甸职业技术学院,曹妃甸职业技术学院,河北,唐山市,0,0,0,综合,民办,专科,manual_seed
日照航海工程职业学院,日照航海工程职业学院,山东,日照市,0,0,0,综合,民办,专科,manual_seed
江苏联合职业技术学院,江苏联合职业技术学院,江苏,南京,0,0,0,综合,公办,专科,manual_seed
首都经济贸易大学密云分校,首都经济贸易大学密云分校,北京,密云区,0,0,0,财经,公办,专科,manual_seed
深圳职业技术学院,深圳职业技术学院,广东,深圳市,0,0,0,综合,公办,专科,manual_seed
北京工业大学通州分校,北京工业大学通州分校,北京,通州区,0,0,0,综合,公办,专科,manual_seed
陕西工业职业技术学院,陕西工业职业技术学院,陕西,咸阳市,0,0,0,综合,公办,专科,manual_seed
南京工业职业技术大学,南京工业职业技术大学,江苏,南京,0,0,0,理工,公办,本科,manual_seed
南京工业职业技术学院,南京工业职业技术学院,江苏,南京,0,0,0,理工,公办,本科,manual_seed
江西电力职业技术学院,江西电力职业技术学院,江西,南昌市,0,0,0,理工,公办,专科,manual_seed
顺德职业技术学院,顺德职业技术学院,广东,佛山市,0,0,0,综合,公办,专科,manual_seed
广东轻工职业技术学院,广东轻工职业技术学院,广东,广州市,0,0,0,理工,公办,专科,manual_seed
广东新安职业技术学院,广东新安职业技术学院,广东,深圳市,0,0,0,综合,民办,专科,manual_seed
金华职业技术学院,金华职业技术学院,浙江,金华市,0,0,0,综合,公办,专科,manual_seed
昆明冶金高等专科学校,昆明冶金高等专科学校,云南,昆明市,0,0,0,理工,公办,专科,manual_seed
深圳信息职业技术学院,深圳信息职业技术学院,广东,深圳市,0,0,0,理工,公办,专科,manual_seed
广东科学技术职业学院,广东科学技术职业学院,广东,广州市,0,0,0,综合,公办,专科,manual_seed
杨凌职业技术学院,杨凌职业技术学院,陕西,咸阳市,0,0,0,综合,公办,专科,manual_seed
南阳医学高等专科学校,南阳医学高等专科学校,河南,南阳市,0,0,0,医药,公办,专科,manual_seed
石家庄经济职业学院,石家庄经济职业学院,河北,石家庄,0,0,0,综合,民办,专科,manual_seed
扬州市职业大学,扬州市职业大学,江苏,扬州,0,0,0,综合,公办,专科,manual_seed
广西机电职业技术学院,广西机电职业技术学院,广西,南宁市,0,0,0,理工,公办,专科,manual_seed
承德石油高等专科学校,承德石油高等专科学校,河北,承德市,0,0,0,理工,公办,专科,manual_seed
重庆电子工程职业学院,重庆电子工程职业学院,重庆,沙坪坝区,0,0,0,理工,公办,专科,manual_seed
漯河医学高等专科学校,漯河医学高等专科学校,河南,漯河市,0,0,0,医药,公办,专科,manual_seed
四川建筑职业技术学院,四川建筑职业技术学院,四川,德阳市,0,0,0,理工,公办,专科,manual_seed
烟台职业学院,烟台职业学院,山东,烟台市,0,0,0,综合,公办,专科,manual_seed
长沙民政职业技术学院,长沙民政职业技术学院,湖南,长沙市,0,0,0,语言,公办,专科,manual_seed
南京信息职业技术学院,南京信息职业技术学院,江苏,南京,0,0,0,理工,公办,专科,manual_seed
襄阳职业技术学院,襄阳职业技术学院,湖北,襄阳市,0,0,0,综合,公办,专科,manual_seed
商丘职业技术学院,商丘职业技术学院,河南,商丘市,0,0,0,综合,公办,专科,manual_seed
湖南工业职业技术学院,湖南工业职业技术学院,湖南,长沙市,0,0,0,理工,公办,专科,manual_seed
滨州职业学院,滨州职业学院,山东,滨州市,0,0,0,综合,公办,专科,manual_seed
兰州石化职业技术学院,兰州石化职业技术学院,甘肃,兰州市,0,0,0,理工,公办,专科,manual_seed
南通职业大学,南通职业大学,江苏,南通,0,0,0,综合,公办,专科,manual_seed
淄博职业学院,淄博职业学院,山东,淄博市,0,0,0,综合,公办,专科,manual_seed
柳州职业技术学院,柳州职业技术学院,广西,柳州市,0,0,0,综合,公办,专科,manual_seed
武汉职业技术学院,武汉职业技术学院,湖北,武汉市,0,0,0,综合,公办,专科,manual_seed
山东电力高等专科学校,山东电力高等专科学校,山东,济南市,0,0,0,理工,公办,专科,manual_seed
威海职业学院,威海职业学院,山东,威海市,0,0,0,综合,公办,专科,manual_seed
湖北职业技术学院,湖北职业技术学院,湖北,孝感市,0,0,0,综合,公办,专科,manual_seed
江苏城市职业学院,江苏城市职业学院,江苏,南京,0,0,0,综合,公办,专科,manual_seed
浙江警官职业学院,浙江警官职业学院,浙江,杭州市,0,0,0,政法,公办,专科,manual_seed
长春职业技术学院,长春职业技术学院,吉林,长春市,0,0,0,综合,公办,专科,manual_seed
兴安职业技术学院,兴安职业技术学院,内蒙古,兴安盟,0,0,0,师范,公办,专科,manual_seed
临沂职业学院,临沂职业学院,山东,临沂市,0,0,0,理工,公办,专科,manual_seed
长江职业学院,长江职业学院,湖北,武汉市,0,0,0,综合,公办,专科,manual_seed
运城师范高等专科学校,运城师范高等专科学校,山西,运城市,0,0,0,综合,公办,专科,manual_seed
宁波职业技术学院,宁波职业技术学院,浙江,宁波市,0,0,0,综合,公办,专科,manual_seed
江苏农林职业技术大学,江苏农林职业技术大学,江苏,镇江,0,0,0,农林,公办,专科,manual_seed
山东水利职业学院,山东水利职业学院,山东,日照市,0,0,0,理工,公办,专科,manual_seed
陕西职业技术学院,陕西职业技术学院,陕西,西安市,0,0,0,综合,公办,专科,manual_seed
江苏建筑职业技术学院,江苏建筑职业技术学院,江苏,徐州,0,0,0,理工,公办,专科,manual_seed
河北科技工程职业技术大学,河北科技工程职业技术大学,河北,邢台市,0,0,0,理工,公办,专科,manual_seed
安徽职业技术学院,安徽职业技术学院,安徽,合肥市,0,0,0,理工,公办,专科,manual_seed
浙江工业职业技术学院,浙江工业职业技术学院,浙江,绍兴市,0,0,0,综合,公办,专科,manual_seed
河北轨道运输职业技术学院,河北轨道运输职业技术学院,河北,石家庄,0,0,0,理工,公办,专科,manual_seed
湖南工商职业学院,湖南工商职业学院,湖南,衡阳市,0,0,0,理工,民办,专科,manual_seed
苏州经贸职业技术学院,苏州经贸职业技术学院,江苏,苏州,0,0,0,财经,公办,专科,manual_seed
无锡职业技术学院,无锡职业技术学院,江苏,无锡,0,0,0,理工,公办,专科,manual_seed
四川工程职业技术学院,四川工程职业技术学院,四川,德阳市,0,0,0,理工,公办,专科,manual_seed
湖南环境生物职业技术学院,湖南环境生物职业技术学院,湖南,衡阳市,0,0,0,综合,公办,专科,manual_seed
重庆工业职业技术学院,重庆工业职业技术学院,重庆,渝北区,0,0,0,理工,公办,专科,manual_seed
赤峰工业职业技术学院,赤峰工业职业技术学院,内蒙古,赤峰市,0,0,0,理工,公办,专科,manual_seed
九江职业技术学院,九江职业技术学院,江西,九江市,0,0,0,综合,公办,专科,manual_seed
河南职业技术学院,河南职业技术学院,河南,郑州市,0,0,0,理工,公办,专科,manual_seed
潍坊职业学院,潍坊职业学院,山东,潍坊市,0,0,0,综合,公办,专科,manual_seed
台州职业技术学院,台州职业技术学院,浙江,台州市,0,0,0,综合,公办,专科,manual_seed
连云港师范高等专科学校,连云港师范高等专科学校,江苏,连云港,0,0,0,师范,公办,专科,manual_seed
和田师范专科学校,和田师范专科学校,新疆,和田地区,0,0,0,师范,公办,专科,manual_seed
漳州职业技术学院,漳州职业技术学院,福建,漳州市,0,0,0,理工,公办,专科,manual_seed
浙江旅游职业学院,浙江旅游职业学院,浙江,杭州市,0,0,0,其他,公办,专科,manual_seed
宝鸡职业技术学院,宝鸡职业技术学院,陕西,宝鸡市,0,0,0,师范,公办,专科,manual_seed
山东医学高等专科学校,山东医学高等专科学校,山东,临沂市,0,0,0,医药,公办,专科,manual_seed
锡林郭勒职业学院,锡林郭勒职业学院,内蒙古,锡林郭勒盟,0,0,0,综合,公办,专科,manual_seed
江西科技职业学院,江西科技职业学院,江西,南昌市,0,0,0,综合,民办,专科,manual_seed
朔州师范高等专科学校,朔州师范高等专科学校,山西,朔州市,0,0,0,师范,公办,专科,manual_seed
无锡商业职业技术学院,无锡商业职业技术学院,江苏,无锡,0,0,0,财经,公办,专科,manual_seed
重庆工程职业技术学院,重庆工程职业技术学院,重庆,江津区,0,0,0,理工,公办,专科,manual_seed
嘉兴职业技术学院,嘉兴职业技术学院,浙江,嘉兴市,0,0,0,综合,公办,专科,manual_seed
北京北大方正软件职业技术学院,北京北大方正软件职业技术学院,河北,廊坊市,0,0,0,理工,民办,专科,manual_seed
烟台工程职业技术学院,烟台工程职业技术学院,山东,烟台市,0,0,0,理工,公办,专科,manual_seed
湖南化工职业技术学院,湖南化工职业技术学院,湖南,株洲市,0,0,0,理工,公办,专科,manual_seed
扬州工业职业技术学院,扬州工业职业技术学院,江苏,扬州,0,0,0,理工,公办,专科,manual_seed
河南工业职业技术学院,河南工业职业技术学院,河南,南阳市,0,0,0,理工,公办,专科,manual_seed
沈阳职业技术学院,沈阳职业技术学院,辽宁,沈阳市,0,0,0,综合,公办,专科,manual_seed
鹤壁职业技术学院,鹤壁职业技术学院,河南,鹤壁市,0,0,0,理工,公办,专科,manual_seed
浙江工商职业技术学院,浙江工商职业技术学院,浙江,宁波市,0,0,0,财经,公办,专科,manual_seed
渤海石油职业学院,渤海石油职业学院,河北,沧州市,0,0,0,理工,公办,专科,manual_seed
广西生态工程职业技术学院,广西生态工程职业技术学院,广西,柳州市,0,0,0,农林,公办,专科,manual_seed
咸宁职业技术学院,咸宁职业技术学院,湖北,咸宁市,0,0,0,理工,公办,专科,manual_seed
陕西国防工业职业技术学院,陕西国防工业职业技术学院,陕西,西安市,0,0,0,理工,公办,专科,manual_seed
吕梁职业技术学院,吕梁职业技术学院,山西,吕梁市,0,0,0,理工,公办,专科,manual_seed
濮阳职业技术学院,濮阳职业技术学院,河南,濮阳市,0,0,0,理工,公办,专科,manual_seed
广西建设职业技术学院,广西建设职业技术学院,广西,南宁市,0,0,0,理工,公办,专科,manual_seed
芜湖职业技术学院,芜湖职业技术学院,安徽,芜湖市,0,0,0,理工,公办,专科,manual_seed
广西工业职业技术学院,广西工业职业技术学院,广西,南宁市,0,0,0,理工,公办,专科,manual_seed
镇江市高等专科学校,镇江市高等专科学校,江苏,镇江,0,0,0,理工,公办,专科,manual_seed
武汉软件工程职业学院,武汉软件工程职业学院,湖北,武汉市,0,0,0,理工,公办,专科,manual_seed
大庆职业学院,大庆职业学院,黑龙江,大庆市,0,0,0,理工,公办,专科,manual_seed
石家庄职业技术学院,石家庄职业技术学院,河北,石家庄,0,0,0,综合,公办,专科,manual_seed
大同煤炭职业技术学院,大同煤炭职业技术学院,山西,大同市,0,0,0,理工,公办,专科,manual_seed
安徽粮食工程职业学院,安徽粮食工程职业学院,安徽,合肥市,0,0,0,综合,公办,专科,manual_seed
哈尔滨科学技术职业学院,哈尔滨科学技术职业学院,黑龙江,哈尔滨市,0,0,0,综合,公办,专科,manual_seed
北京工业职业技术学院,北京工业职业技术学院,北京,石景山区,0,0,0,理工,公办,专科,manual_seed
娄底职业技术学院,娄底职业技术学院,湖南,娄底市,0,0,0,综合,公办,专科,manual_seed
焦作大学,焦作大学,河南,焦作市,0,0,0,综合,公办,专科,manual_seed
岳阳职业技术学院,岳阳职业技术学院,湖南,岳阳市,0,0,0,综合,公办,专科,manual_seed
山西电力职业技术学院,山西电力职业技术学院,山西,太原市,0,0,0,理工,公办,专科,manual_seed
鄂州职业大学,鄂州职业大学,湖北,鄂州市,0,0,0,理工,公办,专科,manual_seed
北京农业职业学院,北京农业职业学院,北京,房山区,0,0,0,农林,公办,专科,manual_seed
北京电子科技职业学院,北京电子科技职业学院,北京,大兴区,0,0,0,理工,公办,专科,manual_seed
湖州职业技术学院,湖州职业技术学院,浙江,湖州市,0,0,0,综合,公办,专科,manual_seed
广西职业技术学院,广西职业技术学院,广西,南宁市,0,0,0,农林,公办,专科,manual_seed
广西交通职业技术学院,广西交通职业技术学院,广西,南宁市,0,0,0,理工,公办,专科,manual_seed
渭南职业技术学院,渭南职业技术学院,陕西,渭南市,0,0,0,综合,公办,专科,manual_seed
广州番禺职业技术学院,广州番禺职业技术学院,广东,广州市,0,0,0,综合,公办,专科,manual_seed
黄冈职业技术学院,黄冈职业技术学院,湖北,黄冈市,0,0,0,理工,公办,专科,manual_seed
广西理工职业技术学院,广西理工职业技术学院,广西,崇左市,0,0,0,理工,民办,专科,manual_seed
广东水利电力职业技术学院,广东水利电力职业技术学院,广东,广州市,0,0,0,理工,公办,专科,manual_seed
莱芜职业技术学院,莱芜职业技术学院,山东,莱芜市,0,0,0,综合,公办,专科,manual_seed
山东圣翰财贸职业学院,山东圣翰财贸职业学院,山东,济南市,0,0,0,综合,民办,专科,manual_seed
中山火炬职业技术学院,中山火炬职业技术学院,广东,中山市,0,0,0,理工,公办,专科,manual_seed
黎明职业大学,黎明职业大学,福建,泉州市,0,0,0,综合,公办,专科,manual_seed
青岛求实职业技术学院,青岛求实职业技术学院,山东,青岛市,0,0,0,综合,民办,专科,manual_seed
湖北三峡职业技术学院,湖北三峡职业技术学院,湖北,宜昌市,0,0,0,综合,公办,专科,manual_seed
上海体育职业学院,上海体育职业学院,上海,徐汇区,0,0,0,体育,公办,专科,manual_seed
天津开发区职业技术学院,天津开发区职业技术学院,天津,滨海新区,0,0,0,综合,公办,专科,manual_seed
西安铁路职业技术学院,西安铁路职业技术学院,陕西,西安市,0,0,0,其他,公办,专科,manual_seed
杭州科技职业技术学院,杭州科技职业技术学院,浙江,杭州市,0,0,0,综合,公办,专科,manual_seed
辽宁冶金职业技术学院,辽宁冶金职业技术学院,辽宁,本溪市,0,0,0,其他,公办,专科,manual_seed
南京科技职业学院,南京科技职业学院,江苏,南京,0,0,0,理工,公办,专科,manual_seed
南京经贸职业技术大学,南京经贸职业技术大学,江苏,南京,0,0,0,财经,公办,专科,manual_seed
三门峡职业技术学院,三门峡职业技术学院,河南,三门峡市,0,0,0,理工,公办,专科,manual_seed
漯河职业技术学院,漯河职业技术学院,河南,漯河市,0,0,0,理工,公办,专科,manual_seed
石家庄幼儿师范高等专科学校,石家庄幼儿师范高等专科学校,河北,石家庄,0,0,0,师范,公办,专科,manual_seed
徐州工业职业技术学院,徐州工业职业技术学院,江苏,徐州,0,0,0,理工,公办,专科,manual_seed
齐齐哈尔高等师范专科学校,齐齐哈尔高等师范专科学校,黑龙江,齐齐哈尔市,0,0,0,师范,公办,专科,manual_seed
西安航空职业技术学院,西安航空职业技术学院,陕西,西安市,0,0,0,理工,公办,专科,manual_seed
泰山护理职业学院,泰山护理职业学院,山东,泰安市,0,0,0,医药,公办,专科,manual_seed
新乡职业技术学院,新乡职业技术学院,河南,新乡市,0,0,0,理工,公办,专科,manual_seed
辽河石油职业技术学院,辽河石油职业技术学院,辽宁,盘锦市,0,0,0,理工,公办,专科,manual_seed
兰州职业技术学院,兰州职业技术学院,甘肃,兰州市,0,0,0,综合,公办,专科,manual_seed
淮北职业技术学院,淮北职业技术学院,安徽,淮北市,0,0,0,综合,公办,专科,manual_seed
大连职业技术学院,大连职业技术学院,辽宁,大连市,0,0,0,综合,公办,专科,manual_seed
山东理工职业学院,山东理工职业学院,山东,济宁市,0,0,0,综合,公办,专科,manual_seed
上海思博职业技术学院,上海思博职业技术学院,上海,浦东新区,0,0,0,综合,民办,专科,manual_seed
广州城市职业学院,广州城市职业学院,广东,广州市,0,0,0,综合,公办,专科,manual_seed
连云港职业技术学院,连云港职业技术学院,江苏,连云港,0,0,0,综合,公办,专科,manual_seed
浙江机电职业技术学院,浙江机电职业技术学院,浙江,杭州市,0,0,0,理工,公办,专科,manual_seed
焦作师范高等专科学校,焦作师范高等专科学校,河南,焦作市,0,0,0,师范,公办,专科,manual_seed
天津电子信息职业技术学院,天津电子信息职业技术学院,天津,津南区,0,0,0,理工,公办,专科,manual_seed
天津医学高等专科学校,天津医学高等专科学校,天津,河西区,0,0,0,医药,公办,专科,manual_seed
信阳职业技术学院,信阳职业技术学院,河南,信阳市,0,0,0,综合,公办,专科,manual_seed
云南交通职业技术学院,云南交通职业技术学院,云南,昆明市,0,0,0,理工,公办,专科,manual_seed
郑州铁路职业技术学院,郑州铁路职业技术学院,河南,郑州市,0,0,0,综合,公办,专科,manual_seed
江西机电职业技术学院,江西机电职业技术学院,江西,南昌市,0,0,0,理工,公办,专科,manual_seed
成都纺织高等专科学校,成都纺织高等专科学校,四川,成都市,0,0,0,理工,公办,专科,manual_seed
许昌职业技术学院,许昌职业技术学院,河南,许昌市,0,0,0,理工,公办,专科,manual_seed
承德护理职业学院,承德护理职业学院,河北,承德市,0,0,0,医药,公办,专科,manual_seed
江西现代职业技术学院,江西现代职业技术学院,江西,南昌市,0,0,0,理工,公办,专科,manual_seed
淄博师范高等专科学校,淄博师范高等专科学校,山东,淄博市,0,0,0,师范,公办,专科,manual_seed
天津渤海职业技术学院,天津渤海职业技术学院,天津,北辰区,0,0,0,综合,公办,专科,manual_seed
江苏医药职业学院,江苏医药职业学院,江苏,盐城,0,0,0,医药,公办,专科,manual_seed
保定幼儿师范高等专科学校,保定幼儿师范高等专科学校,河北,保定市,0,0,0,师范,公办,专科,manual_seed
四川职业技术学院,四川职业技术学院,四川,遂宁市,0,0,0,综合,公办,专科,manual_seed
重庆城市管理职业学院,重庆城市管理职业学院,重庆,沙坪坝区,0,0,0,综合,公办,专科,manual_seed
陇南师范高等专科学校,陇南师范高等专科学校,甘肃,陇南市,0,0,0,师范,公办,专科,manual_seed
重庆工商职业学院,重庆工商职业学院,重庆,合川区,0,0,0,综合,公办,专科,manual_seed
荆州职业技术学院,荆州职业技术学院,湖北,荆州市,0,0,0,理工,公办,专科,manual_seed
呼伦贝尔职业技术学院,呼伦贝尔职业技术学院,内蒙古,呼伦贝尔市,0,0,0,综合,公办,专科,manual_seed
浙江商业职业技术学院,浙江商业职业技术学院,浙江,杭州市,0,0,0,财经,公办,专科,manual_seed
江西财经职业学院,江西财经职业学院,江西,九江市,0,0,0,财经,公办,专科,manual_seed
安徽商贸职业技术学院,安徽商贸职业技术学院,安徽,芜湖市,0,0,0,财经,公办,专科,manual_seed
淮安信息职业技术学院,淮安信息职业技术学院,江苏,淮安,0,0,0,理工,公办,专科,manual_seed
江苏电子信息职业学院,江苏电子信息职业学院,江苏,淮安,0,0,0,理工,公办,专科,manual_seed
河北公安警察职业学院,河北公安警察职业学院,河北,石家庄,0,0,0,政法,公办,专科,manual_seed
湖南交通职业技术学院,湖南交通职业技术学院,湖南,长沙市,0,0,0,理工,公办,专科,manual_seed
中山职业技术学院,中山职业技术学院,广东,中山市,0,0,0,综合,公办,专科,manual_seed
安庆职业技术学院,安庆职业技术学院,安徽,安庆市,0,0,0,理工,公办,专科,manual_seed
晋中师范高等专科学校,晋中师范高等专科学校,山西,晋中市,0,0,0,师范,公办,专科,manual_seed
宜春职业技术学院,宜春职业技术学院,江西,宜春市,0,0,0,综合,公办,专科,manual_seed
包头职业技术学院,包头职业技术学院,内蒙古,包头市,0,0,0,理工,公办,专科,manual_seed
阜阳职业技术学院,阜阳职业技术学院,安徽,阜阳市,0,0,0,理工,公办,专科,manual_seed
湖南信息职业技术学院,湖南信息职业技术学院,湖南,长沙市,0,0,0,理工,公办,专科,manual_seed
秦皇岛职业技术学院,秦皇岛职业技术学院,河北,秦皇岛,0,0,0,理工,公办,专科,manual_seed
浙江纺织服装职业技术学院,浙江纺织服装职业技术学院,浙江,宁波市,0,0,0,理工,公办,专科,manual_seed
邵阳医学高等专科学校,邵阳医学高等专科学校,湖南,邵阳市,0,0,0,医药,公办,专科,manual_seed
广东农工商职业技术学院,广东农工商职业技术学院,广东,广州市,0,0,0,综合,公办,专科,manual_seed
江西旅游商贸职业学院,江西旅游商贸职业学院,江西,南昌市,0,0,0,财经,公办,专科,manual_seed
唐山职业技术学院,唐山职业技术学院,河北,唐山市,0,0,0,医药,公办,专科,manual_seed
沈阳航空职业技术学院,沈阳航空职业技术学院,辽宁,沈阳市,0,0,0,理工,公办,专科,manual_seed
七台河职业学院,七台河职业学院,黑龙江,七台河市,0,0,0,综合,公办,专科,manual_seed
甘肃有色冶金职业技术学院,甘肃有色冶金职业技术学院,甘肃,金昌市,0,0,0,理工,公办,专科,manual_seed
宁夏职业技术学院,宁夏职业技术学院,宁夏,银川市,0,0,0,综合,公办,专科,manual_seed
内蒙古警察职业学院,内蒙古警察职业学院,内蒙古,呼和浩特市,0,0,0,政法,公办,专科,manual_seed
天津海运职业学院,天津海运职业学院,天津,津南区,0,0,0,理工,公办,专科,manual_seed
广东工贸职业技术学院,广东工贸职业技术学院,广东,广州市,0,0,0,理工,公办,专科,manual_seed
湘潭医卫职业技术学院,湘潭医卫职业技术学院,湖南,湘潭市,0,0,0,综合,公办,专科,manual_seed
